0,0
0.0068,0.1327
0.0252,0.3719
0.0555,0.6128
0.0984,0.8548
0.1532,1.0976
0.2202,1.3402
0.2992,1.5823
0.3903,1.824
0.4938,2.0658
0.6091,2.3069
0.7364,2.5475
0.8759,2.7875
1.0271,3.0265
1.1901,3.2646
1.3655,3.502
1.5521,3.7376
1.7508,3.9722
1.9609,4.2046
2.1827,4.4354
2.416,4.6635
2.6605,4.8887
2.916,5.1102
3.1823,5.3274
3.4591,5.5389
3.7463,5.7441
4.0434,5.9409
4.3497,6.1266
4.6646,6.2994
4.9873,6.4546
5.3168,6.5872
5.6507,6.6784
5.9718,6.422
6.273,6.0249
6.5542,5.6241
6.8149,5.2148
7.0553,4.8066
7.2761,4.4169
7.4812,4.1004
7.6757,3.8915
7.8659,3.805
8.0591,3.8636
8.2638,4.0941
8.4877,4.4769
8.7353,4.9521
8.9965,5.2242
9.2666,5.4021
9.5449,5.5663
9.8294,5.6895
10.118,5.7718
10.4087,5.8143
10.6995,5.8168
10.9885,5.7774
11.2731,5.6924
11.551,5.5582
11.8197,5.3743
12.0767,5.1413
12.32,4.8662
12.5479,4.5559
12.7589,4.2225
12.9526,3.8705
13.1282,3.5134
13.2857,3.1518
13.4254,2.7924
13.5473,2.4379
13.6518,2.087
13.7389,1.7427
13.8091,1.403
13.8625,1.0673
13.8993,0.7363
13.9197,0.4054
