0,0
0.0088,0.1756
0.0369,0.5617
0.0849,0.9619
0.1504,1.3088
0.2304,1.6008
0.3229,1.851
0.4265,2.0726
0.5406,2.2804
0.6647,2.4827
0.7989,2.6844
0.9434,2.8886
1.0982,3.0968
1.2637,3.3085
1.4398,3.5244
1.627,3.7433
1.8253,3.9655
2.0348,4.19
2.2556,4.4165
2.4878,4.6447
2.7316,4.8742
2.9867,5.1045
3.2535,5.3354
3.5319,5.5668
3.8218,5.7981
4.1232,6.0292
4.4363,6.2599
4.7606,6.4896
5.0966,6.7184
5.4439,6.9455
5.8024,7.1708
6.1722,7.3939
6.5529,7.6138
6.9382,7.7075
7.3221,7.6776
7.703,7.6194
8.0718,7.3762
8.4271,7.1029
8.7685,6.8297
9.0963,6.5562
9.4105,6.2819
9.7108,6.007
9.9973,5.7316
10.2702,5.4565
10.5292,5.1805
10.7744,4.9055
11.006,4.631
11.224,4.3578
11.4282,4.0859
11.6191,3.8176
11.7967,3.5519
11.9612,3.2904
12.113,3.0341
12.2521,2.7829
12.379,2.5383
12.4941,2.302
12.5977,2.0711
12.6901,1.8495
12.7719,1.6349
12.8433,1.4279
12.9047,1.2275
12.9564,1.0344
12.9988,0.8468
13.0319,0.6637
13.0562,0.4854
13.0717,0.3096
13.0785,0.1361
