Year, Month, Day, H, M, S, mS, Valid LL Target, LL Target Angle, LL Target Area, DriveTrainDistanceL, DriveTrainDistanceR, DriveTrainRateL, DriveTrainRateR, DriveTrainLeft, DriveTrainRight, ChassisAngle, GyroSetpoint, GyroCompensation, GyroIsConnected, GyroIsCalibrating, ChassisX, ChassisY, leftDrivePID Error, Pressure, Shifter, LiftPosition, LiftVelocity, LiftVelocityCmd, LiftOutput, LiftSetpoint, LiftCalibrated, PogoPosition, PogoOutput, PogoSetpoint, HandAngle, HandOutput, HandSetpoint, HandVelocity, HandCalibrated, HandLimitSwitch, SensorPickupDistanceFiltered, SensorPickupDistanceRaw, SensorVoltage, BallInRange, HasBall, HasHatch, PickupCurrent, BatteryV, MatchTime, RobotMode, 
2019,04,09,18,56,33,889, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.2899999618530273, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.35301589, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 0.0, 10.586863624363131, 0.483398388, 1.0, 1.0, 0.0, 0.0, 12.79980517578125, -1.0, 0.0, 
2019,04,09,18,56,34,171, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.2899999618530273, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.35301589, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 0.0, 10.5583322777333, 0.484619091, 1.0, 1.0, 0.0, 0.0, 12.793522705078125, -1.0, 0.0, 
2019,04,09,18,56,34,213, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.50171357874997, 10.473623954891442, 0.4882812, 0.0, 0.0, 1.0, 0.0, 12.793522705078125, -1.0, 0.0, 
2019,04,09,18,56,34,245, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.529949309715475, 10.5583322777333, 0.484619091, 0.0, 0.0, 1.0, 0.0, 12.79980517578125, -1.0, 0.0, 
2019,04,09,18,56,34,271, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.5583322777333, 10.473623954891442, 0.4882812, 0.0, 0.0, 1.0, 0.0, 12.793522705078125, -1.0, 0.0, 
2019,04,09,18,56,34,305, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.35301589, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.5583322777333, 10.50171357874997, 0.48706049700000004, 0.0, 0.0, 1.0, 0.0, 12.793522705078125, -1.0, 0.0, 
2019,04,09,18,56,34,332, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.35301589, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.5583322777333, 10.586863624363131, 0.483398388, 0.0, 0.0, 1.0, 0.0, 12.806087646484375, -1.0, 0.0, 
2019,04,09,18,56,34,365, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.5583322777333, 10.473623954891442, 0.4882812, 0.0, 0.0, 1.0, 0.0, 12.79980517578125, -1.0, 0.0, 
2019,04,09,18,56,34,397, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.50171357874997, 10.5583322777333, 0.484619091, 0.0, 0.0, 1.0, 0.0, 12.806087646484375, -1.0, 0.0, 
2019,04,09,18,56,34,424, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.35301589, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.50171357874997, 10.5583322777333, 0.484619091, 0.0, 0.0, 1.0, 0.0, 12.793522705078125, -1.0, 0.0, 
2019,04,09,18,56,34,453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.50171357874997, 10.50171357874997, 0.48706049700000004, 0.0, 0.0, 1.0, 0.0, 12.79980517578125, -1.0, 0.0, 
2019,04,09,18,56,34,481, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -3.299999952316284, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 94.310291285, 0.0, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 10.50171357874997, 10.5583322777333, 0.484619091, 0.0, 0.0, 1.0, 0.0, 12.79980517578125, -1.0, 0.0, 
