2017.02.19.22.48.40.437, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.172.txt
2017.02.19.22.48.40.446, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.41.373, INFO   , Lift PIDF set to: 0.6, 0.0, 0.0, 0.5, Idx: 0
2017.02.19.22.48.41.388, INFO   , Lift PIDF set to: 0.9, 0.0, 0.0, 0.5, Idx: 1
2017.02.19.22.48.42.434, INFO   , Hand PIDF set to: 10.0, 0.0, 0.0, 5.0
2017.02.19.22.48.43.734, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.43.768, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.43.772, INFO   , WPILib Version:                     2019.4.1
2017.02.19.22.48.43.835, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.43.866, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.43.869, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.43.872, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.43.877, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.43.880, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.43.881, DEBUG  , Competition Robot Detected
2017.02.19.22.48.43.969, INFO   , Disabled Init
2017.02.19.22.48.43.983, INFO   , Battery Voltage: 12.93801953125
2017.02.19.22.48.43.988, INFO   , Lift disabled
2017.02.19.22.48.43.990, INFO   , Hand disabled
2017.02.19.22.48.43.994, INFO   , Turning Roller off
2017.02.19.22.48.44.006, INFO   , Turning Claw off
2017.02.19.22.48.44.008, INFO   , Limelight lights disabled
2017.02.19.22.48.44.012, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.126, INFO   , Limelight lights disabled
2017.02.19.22.48.44.129, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.438, INFO   , Limelight lights disabled
2017.02.19.22.48.44.442, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.484, INFO   , Limelight lights disabled
2017.02.19.22.48.44.485, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.546, INFO   , Limelight lights disabled
2017.02.19.22.48.44.548, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.591, INFO   , Limelight lights disabled
2017.02.19.22.48.44.593, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.636, INFO   , Limelight lights disabled
2017.02.19.22.48.44.637, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.669, INFO   , Limelight lights disabled
2017.02.19.22.48.44.670, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.704, INFO   , Limelight lights disabled
2017.02.19.22.48.44.706, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.749, INFO   , Limelight lights disabled
2017.02.19.22.48.44.750, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.771, INFO   , Limelight lights disabled
2017.02.19.22.48.44.772, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.791, INFO   , Limelight lights disabled
