2017.02.19.22.48.40.590, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.321.txt
2017.02.19.22.48.40.599, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.41.627, INFO   , Lift PIDF set to: 0.6, 0.0, 0.0, 0.5, Idx: 0
2017.02.19.22.48.41.639, INFO   , Lift PIDF set to: 0.9, 0.0, 0.0, 0.5, Idx: 1
2017.02.19.22.48.42.587, INFO   , Hand PIDF set to: 10.0, 0.0, 0.0, 5.0
2017.02.19.22.48.43.670, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.43.697, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.43.698, INFO   , WPILib Version:                     2019.4.1
2017.02.19.22.48.43.762, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.43.775, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.43.779, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.43.783, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.43.789, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.43.794, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.43.795, DEBUG  , Competition Robot Detected
2017.02.19.22.48.43.910, INFO   , Disabled Init
2017.02.19.22.48.43.925, INFO   , Battery Voltage: 12.894042236328124
2017.02.19.22.48.43.927, INFO   , Lift disabled
2017.02.19.22.48.43.928, INFO   , Hand disabled
2017.02.19.22.48.43.929, INFO   , Turning Roller off
2017.02.19.22.48.43.935, INFO   , Turning Claw off
2017.02.19.22.48.43.940, INFO   , Limelight lights disabled
2017.02.19.22.48.43.945, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.035, INFO   , Limelight lights disabled
2017.02.19.22.48.44.038, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.251, INFO   , Limelight lights disabled
2017.02.19.22.48.44.253, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.278, INFO   , Limelight lights disabled
2017.02.19.22.48.44.279, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.304, INFO   , Limelight lights disabled
2017.02.19.22.48.44.306, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.332, INFO   , Limelight lights disabled
2017.02.19.22.48.44.333, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.358, INFO   , Limelight lights disabled
2017.02.19.22.48.44.359, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.392, INFO   , Limelight lights disabled
2017.02.19.22.48.44.393, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.417, INFO   , Limelight lights disabled
2017.02.19.22.48.44.418, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.452, INFO   , Limelight lights disabled
2017.02.19.22.48.44.453, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.479, INFO   , Limelight lights disabled
