2017.02.19.22.48.40.434, INFO   , Logger filename: BB2019_Log__None0_2017.02.19.22.48.40.187.txt
2017.02.19.22.48.40.443, INFO   , Program date: 1969.12.31.16.00.00.000
2017.02.19.22.48.41.272, INFO   , Lift PIDF set to: 0.6, 0.0, 0.0, 0.5, Idx: 0
2017.02.19.22.48.41.283, INFO   , Lift PIDF set to: 0.9, 0.0, 0.0, 0.5, Idx: 1
2017.02.19.22.48.42.232, INFO   , Hand PIDF set to: 10.0, 0.0, 0.0, 5.0
2017.02.19.22.48.43.557, DEBUG  , DriverCam Get Video Mode: 160, 120, 30
2017.02.19.22.48.43.578, INFO   , BeachbotLib Version:                2019.2.0
2017.02.19.22.48.43.581, INFO   , WPILib Version:                     2019.4.1
2017.02.19.22.48.43.630, INFO   , NavX Firmware Version:              3.1
2017.02.19.22.48.43.642, INFO   , Talon Intake Firmware Version:      4.17
2017.02.19.22.48.43.645, INFO   , Talon Hand Firmware Version:        4.17
2017.02.19.22.48.43.649, INFO   , Talon Lift1 Firmware Version:       4.17
2017.02.19.22.48.43.653, INFO   , Talon Lift2 Firmware Version:       4.17
2017.02.19.22.48.43.657, INFO   , Talon Lift3 Firmware Version:       4.17
2017.02.19.22.48.43.658, DEBUG  , Competition Robot Detected
2017.02.19.22.48.43.772, INFO   , Disabled Init
2017.02.19.22.48.43.787, INFO   , Battery Voltage: 12.787240234375
2017.02.19.22.48.43.792, INFO   , Lift disabled
2017.02.19.22.48.43.794, INFO   , Hand disabled
2017.02.19.22.48.43.799, INFO   , Turning Roller off
2017.02.19.22.48.43.805, INFO   , Turning Claw off
2017.02.19.22.48.43.809, INFO   , Limelight lights disabled
2017.02.19.22.48.43.814, INFO   , New pipeline: -99.0
2017.02.19.22.48.43.921, INFO   , Limelight lights disabled
2017.02.19.22.48.43.923, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.120, INFO   , Limelight lights disabled
2017.02.19.22.48.44.122, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.185, INFO   , Limelight lights disabled
2017.02.19.22.48.44.188, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.250, INFO   , Limelight lights disabled
2017.02.19.22.48.44.253, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.317, INFO   , Limelight lights disabled
2017.02.19.22.48.44.319, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.382, INFO   , Limelight lights disabled
2017.02.19.22.48.44.386, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.444, INFO   , Limelight lights disabled
2017.02.19.22.48.44.447, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.508, INFO   , Limelight lights disabled
2017.02.19.22.48.44.510, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.568, INFO   , Limelight lights disabled
2017.02.19.22.48.44.571, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.634, INFO   , Limelight lights disabled
2017.02.19.22.48.44.637, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.692, INFO   , Limelight lights disabled
2017.02.19.22.48.44.695, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.761, INFO   , Limelight lights disabled
2017.02.19.22.48.44.762, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.801, INFO   , Limelight lights disabled
2017.02.19.22.48.44.802, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.833, INFO   , Limelight lights disabled
2017.02.19.22.48.44.834, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.892, INFO   , Limelight lights disabled
2017.02.19.22.48.44.893, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.929, INFO   , Limelight lights disabled
2017.02.19.22.48.44.932, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.952, INFO   , Limelight lights disabled
2017.02.19.22.48.44.953, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.971, INFO   , Limelight lights disabled
2017.02.19.22.48.44.972, INFO   , New pipeline: -99.0
2017.02.19.22.48.44.988, INFO   , Limelight lights disabled
2017.02.19.22.48.44.989, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.008, INFO   , Limelight lights disabled
2017.02.19.22.48.45.009, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.027, INFO   , Limelight lights disabled
2017.02.19.22.48.45.028, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.046, INFO   , Limelight lights disabled
2017.02.19.22.48.45.046, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.078, INFO   , Limelight lights disabled
2017.02.19.22.48.45.079, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.096, INFO   , Limelight lights disabled
2017.02.19.22.48.45.097, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.112, INFO   , Limelight lights disabled
2017.02.19.22.48.45.113, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.129, INFO   , Limelight lights disabled
2017.02.19.22.48.45.129, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.146, INFO   , Limelight lights disabled
2017.02.19.22.48.45.147, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.163, INFO   , Limelight lights disabled
2017.02.19.22.48.45.164, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.181, INFO   , Limelight lights disabled
2017.02.19.22.48.45.181, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.203, INFO   , Limelight lights disabled
2017.02.19.22.48.45.204, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.219, INFO   , Limelight lights disabled
2017.02.19.22.48.45.220, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.237, INFO   , Limelight lights disabled
2017.02.19.22.48.45.238, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.257, INFO   , Limelight lights disabled
2017.02.19.22.48.45.259, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.281, INFO   , Limelight lights disabled
2017.02.19.22.48.45.282, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.302, INFO   , Limelight lights disabled
2017.02.19.22.48.45.303, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.320, INFO   , Limelight lights disabled
2017.02.19.22.48.45.322, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.346, INFO   , Limelight lights disabled
2017.02.19.22.48.45.348, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.366, INFO   , Limelight lights disabled
2017.02.19.22.48.45.366, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.381, INFO   , Limelight lights disabled
2017.02.19.22.48.45.382, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.397, INFO   , Limelight lights disabled
2017.02.19.22.48.45.399, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.413, INFO   , Limelight lights disabled
2017.02.19.22.48.45.414, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.433, INFO   , Limelight lights disabled
2017.02.19.22.48.45.434, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.450, INFO   , Limelight lights disabled
2017.02.19.22.48.45.451, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.465, INFO   , Limelight lights disabled
2017.02.19.22.48.45.466, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.482, INFO   , Limelight lights disabled
2017.02.19.22.48.45.483, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.498, INFO   , Limelight lights disabled
2017.02.19.22.48.45.500, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.514, INFO   , Limelight lights disabled
2017.02.19.22.48.45.514, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.528, INFO   , Limelight lights disabled
2017.02.19.22.48.45.529, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.542, INFO   , Limelight lights disabled
2017.02.19.22.48.45.543, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.557, INFO   , Limelight lights disabled
2017.02.19.22.48.45.558, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.571, INFO   , Limelight lights disabled
2017.02.19.22.48.45.572, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.584, INFO   , Limelight lights disabled
2017.02.19.22.48.45.585, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.598, INFO   , Limelight lights disabled
2017.02.19.22.48.45.598, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.611, INFO   , Limelight lights disabled
2017.02.19.22.48.45.612, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.624, INFO   , Limelight lights disabled
2017.02.19.22.48.45.625, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.636, INFO   , Limelight lights disabled
2017.02.19.22.48.45.637, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.649, INFO   , Limelight lights disabled
2017.02.19.22.48.45.650, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.662, INFO   , Limelight lights disabled
2017.02.19.22.48.45.663, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.676, INFO   , Limelight lights disabled
2017.02.19.22.48.45.677, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.695, INFO   , Limelight lights disabled
2017.02.19.22.48.45.696, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.707, INFO   , Limelight lights disabled
2017.02.19.22.48.45.708, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.721, INFO   , Limelight lights disabled
2017.02.19.22.48.45.722, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.739, INFO   , Limelight lights disabled
2017.02.19.22.48.45.740, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.767, INFO   , Limelight lights disabled
2017.02.19.22.48.45.770, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.819, INFO   , Limelight lights disabled
2017.02.19.22.48.45.821, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.853, INFO   , Limelight lights disabled
2017.02.19.22.48.45.855, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.907, INFO   , Limelight lights disabled
2017.02.19.22.48.45.913, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.932, INFO   , Limelight lights disabled
2017.02.19.22.48.45.932, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.949, INFO   , Limelight lights disabled
2017.02.19.22.48.45.950, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.975, INFO   , Limelight lights disabled
2017.02.19.22.48.45.976, INFO   , New pipeline: -99.0
2017.02.19.22.48.45.997, INFO   , Limelight lights disabled
2017.02.19.22.48.45.997, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.014, INFO   , Limelight lights disabled
2017.02.19.22.48.46.015, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.032, INFO   , Limelight lights disabled
2017.02.19.22.48.46.033, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.061, INFO   , Limelight lights disabled
2017.02.19.22.48.46.062, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.084, INFO   , Limelight lights disabled
2017.02.19.22.48.46.085, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.098, INFO   , Limelight lights disabled
2017.02.19.22.48.46.100, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.115, INFO   , Limelight lights disabled
2017.02.19.22.48.46.116, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.131, INFO   , Limelight lights disabled
2017.02.19.22.48.46.132, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.146, INFO   , Limelight lights disabled
2017.02.19.22.48.46.147, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.167, INFO   , Limelight lights disabled
2017.02.19.22.48.46.167, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.185, INFO   , Limelight lights disabled
2017.02.19.22.48.46.185, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.204, INFO   , Limelight lights disabled
2017.02.19.22.48.46.205, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.237, INFO   , Limelight lights disabled
2017.02.19.22.48.46.239, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.270, INFO   , Limelight lights disabled
2017.02.19.22.48.46.273, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.298, INFO   , Limelight lights disabled
2017.02.19.22.48.46.299, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.341, INFO   , Limelight lights disabled
2017.02.19.22.48.46.344, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.373, INFO   , Limelight lights disabled
2017.02.19.22.48.46.374, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.390, INFO   , Limelight lights disabled
2017.02.19.22.48.46.392, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.424, INFO   , Limelight lights disabled
2017.02.19.22.48.46.426, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.459, INFO   , Limelight lights disabled
2017.02.19.22.48.46.463, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.491, INFO   , Limelight lights disabled
2017.02.19.22.48.46.493, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.515, INFO   , Limelight lights disabled
2017.02.19.22.48.46.517, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.537, INFO   , Limelight lights disabled
2017.02.19.22.48.46.538, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.565, INFO   , Limelight lights disabled
2017.02.19.22.48.46.567, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.589, INFO   , Limelight lights disabled
2017.02.19.22.48.46.591, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.612, INFO   , Limelight lights disabled
2017.02.19.22.48.46.614, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.637, INFO   , Limelight lights disabled
2017.02.19.22.48.46.638, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.661, INFO   , Limelight lights disabled
2017.02.19.22.48.46.662, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.693, INFO   , Limelight lights disabled
2017.02.19.22.48.46.694, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.726, INFO   , Limelight lights disabled
2017.02.19.22.48.46.726, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.744, INFO   , Limelight lights disabled
2017.02.19.22.48.46.746, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.772, INFO   , Limelight lights disabled
2017.02.19.22.48.46.774, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.805, INFO   , Limelight lights disabled
2017.02.19.22.48.46.806, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.824, INFO   , Limelight lights disabled
2017.02.19.22.48.46.825, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.862, INFO   , Limelight lights disabled
2017.02.19.22.48.46.863, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.887, INFO   , Limelight lights disabled
2017.02.19.22.48.46.891, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.917, INFO   , Limelight lights disabled
2017.02.19.22.48.46.919, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.951, INFO   , Limelight lights disabled
2017.02.19.22.48.46.953, INFO   , New pipeline: -99.0
2017.02.19.22.48.46.981, INFO   , Limelight lights disabled
2017.02.19.22.48.46.982, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.021, INFO   , Limelight lights disabled
2017.02.19.22.48.47.024, INFO   , New pipeline: -99.0
2017.02.19.22.48.47.068, INFO   , Limelight lights disabled
2017.02.19.22.48.47.070, INFO   , New pipeline: -99.0
