Year, Month, Day, H, M, S, mS, Valid LL Target, LL Target Angle, LL Target Area, DriveTrainDistanceL, DriveTrainDistanceR, DriveTrainRateL, DriveTrainRateR, DriveTrainLeft, DriveTrainRight, ChassisAngle, GyroSetpoint, GyroCompensation, GyroIsConnected, GyroIsCalibrating, ChassisX, ChassisY, leftDrivePID Error, Pressure, Shifter, LiftPosition, LiftVelocity, LiftOutput, LiftSetpoint, LiftCalibrated, PogoPosition, PogoOutput, PogoSetpoint, HandAngle, HandOutput, HandSetpoint, HandVelocity, HandCalibrated, HandLimitSwitch, SensorPickupDistanceFiltered, SensorPickupDistanceRaw, SensorVoltage, BallInRange, HasBall, HasHatch, PickupCurrent, BatteryV, MatchTime, RobotMode, 
2017,02,19,22,48,43,879, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.019999999552965164, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 0.0, 11.09576405101474, 0.462646437, 1.0, 1.0, 0.0, 0.125, 12.868912353515624, -1.0, 0.0, 
2017,02,19,22,48,44,122, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.30418521, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 0.0, 11.064523595423623, 0.46386714, 1.0, 1.0, 0.0, 0.125, 12.8375, -1.0, 0.0, 
2017,02,19,22,48,44,184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.30418521, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.196875, 0.0, 999.0, 0.0, 1.0, 0.0, 11.033452855829918, 11.064523595423623, 0.46386714, 0.0, 0.0, 1.0, 0.125, 12.843782470703125, -1.0, 0.0, 
2017,02,19,22,48,44,221, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.064523595423623, 0.46386714, 0.0, 0.0, 1.0, 0.125, 12.856347412109374, -1.0, 0.0, 
2017,02,19,22,48,44,254, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.38963442000001, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.196875, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.09576405101474, 0.462646437, 0.0, 0.0, 1.0, 0.125, 12.8375, -1.0, 0.0, 
2017,02,19,22,48,44,283, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.064523595423623, 0.46386714, 0.0, 0.0, 1.0, 0.125, 12.831217529296875, -1.0, 0.0, 
2017,02,19,22,48,44,319, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.064523595423623, 0.46386714, 0.0, 0.0, 1.0, 0.125, 12.8375, -1.0, 0.0, 
2017,02,19,22,48,44,349, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.30418521, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.09576405101474, 0.462646437, 0.0, 0.0, 1.0, 0.125, 12.856347412109374, -1.0, 0.0, 
2017,02,19,22,48,44,385, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.064523595423623, 0.46386714, 0.0, 0.0, 1.0, 0.125, 12.862629882812499, -1.0, 0.0, 
2017,02,19,22,48,44,415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.09576405101474, 0.462646437, 0.0, 0.0, 1.0, 0.125, 12.850064941406249, -1.0, 0.0, 
2017,02,19,22,48,44,447, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.30418521, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.127175601111936, 0.46142573400000003, 0.0, 0.0, 1.0, 0.125, 12.850064941406249, -1.0, 0.0, 
2017,02,19,22,48,44,475, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.033452855829918, 0.465087843, 0.0, 0.0, 1.0, 0.125, 12.831217529296875, -1.0, 0.0, 
2017,02,19,22,48,44,510, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.284765625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.064523595423623, 0.46386714, 0.0, 0.0, 1.0, 0.125, 12.850064941406249, -1.0, 0.0, 
2017,02,19,22,48,44,542, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -0.029999999329447746, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 119.346909815, 0.0, 0.0, 0.0, 0.0, 999.0, 1.0, 0.0, 0.0, 999.0, 60.37265625, 0.0, 999.0, 0.0, 1.0, 0.0, 11.064523595423623, 11.033452855829918, 0.465087843, 0.0, 0.0, 1.0, 0.125, 12.843782470703125, -1.0, 0.0, 
