Year, Month, Day, H, M, S, mS, DriveTrainDistanceL, DriveTrainDistanceR, DriveTrainRateL, DriveTrainRateR, DriveTrainLeft, DriveTrainRight, ChassisAngle, GyroSetpoint, GyroCompensation, GyroIsConnected, GyroIsCalibrating, ChassisX, ChassisY, leftDrivePID Error, Pressure, Shifter, LiftPosition, LiftVelocity, LiftOutput, LiftSetpoint, LiftCalibrated, PogoPosition, PogoOutput, PogoSetpoint, HandAngle, HandOutput, HandSetpoint, HandCalibrated, SensorPickupDistanceFiltered, SensorPickupDistanceRaw, SensorVoltage, BallInRange, HasBall, HasHatch, BatteryV, MatchTime, RobotMode, 
2017,02,19,22,48,43,702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.01316941, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 0.0, 8.675339952263814, 0.57373041, 1.0, 1.0, 0.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,43,918, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.483140065, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 0.0, 8.266726773318599, 0.6091307970000001, 1.0, 1.0, 0.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,43,968, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.39769085500001, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.429297113992662, 8.655921681095649, 0.583496034, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
2017,02,19,22,48,44,004, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.61131388, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.429297113992662, 8.503551759878839, 0.5932616580000001, 0.0, 0.0, 1.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,44,044, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.39769085500001, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.812109375, 0.0, 999.0, 1.0, 8.714430394079052, 8.56007831010216, 0.589599549, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
2017,02,19,22,48,44,086, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.654038485, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.812109375, 0.0, 999.0, 1.0, 8.714430394079052, 8.541155539395024, 0.590820252, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
2017,02,19,22,48,44,144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.35496625, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.447742907570834, 8.266726773318599, 0.6091307970000001, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,184, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.44041546, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.812109375, 0.0, 999.0, 1.0, 8.447742907570834, 8.833772814390509, 0.572509707, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,224, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.52586467, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.447742907570834, 8.2314207444517, 0.611572203, 0.0, 0.0, 1.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,44,266, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6600000858306885, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.312241645, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.447742907570834, 8.833772814390509, 0.572509707, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,315, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.35496625, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.447742907570834, 8.284489863530121, 0.6079100940000001, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,356, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.312241645, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.675339952263814, 8.773709064036709, 0.576171816, 0.0, 0.0, 1.0, 12.44798681640625, -1.0, 0.0, 
2017,02,19,22,48,44,400, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.312241645, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.410929080227671, 8.374424355446221, 0.601806579, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
2017,02,19,22,48,44,433, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.35496625, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.753863031097618, 8.85397119758329, 0.571289004, 0.0, 0.0, 1.0, 12.44798681640625, -1.0, 0.0, 
2017,02,19,22,48,44,501, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.483140065, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.392638321101831, 8.833772814390509, 0.588378846, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,569, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.483140065, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.541155539395024, 8.541155539395024, 0.590820252, 0.0, 0.0, 1.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,44,601, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.22679243500001, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.812109375, 0.0, 999.0, 1.0, 8.541155539395024, 8.541155539395024, 0.590820252, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,632, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.56858927500001, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.812109375, 0.0, 999.0, 1.0, 8.541155539395024, 8.2314207444517, 0.611572203, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
2017,02,19,22,48,44,658, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.35496625, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.541155539395024, 8.833772814390509, 0.572509707, 0.0, 0.0, 1.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,44,702, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.6700000762939453, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.52586467, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.812109375, 0.0, 999.0, 1.0, 8.541155539395024, 8.284489863530121, 0.6079100940000001, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
2017,02,19,22,48,44,749, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.680000066757202, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.483140065, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.655921681095649, 8.85397119758329, 0.571289004, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,781, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.680000066757202, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.141343225, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.636328125, 0.0, 999.0, 1.0, 8.429297113992662, 8.320238466828556, 0.605468688, 0.0, 0.0, 1.0, 12.441704345703124, -1.0, 0.0, 
2017,02,19,22,48,44,807, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.680000066757202, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.483140065, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.429297113992662, 8.266726773318599, 0.57373041, 0.0, 0.0, 1.0, 12.429139404296874, -1.0, 0.0, 
2017,02,19,22,48,44,823, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, -2.680000066757202, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 121.44041546, 0.0, 0.0, 0.0, 0.0, 999.0, 0.0, 0.0, 0.0, 999.0, 60.72421875, 0.0, 999.0, 1.0, 8.429297113992662, 8.813663383403016, 0.57373041, 0.0, 0.0, 1.0, 12.435421875, -1.0, 0.0, 
